INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
870,T,251213,143653,58.9966744N,17.9333791E,38,96.8,210
871,T,251213,143654,58.9964630N,17.9331401E,38,96.3,210
872,T,251213,143655,58.9962520N,17.9329066E,38,95.5,209
873,T,251213,143656,58.9960405N,17.9326853E,39,95.3,209
874,T,251213,143657,58.9958357N,17.9324560E,38,95.3,208
875,T,251213,143658,58.9956297N,17.9322305E,38,95.3,209
876,T,251213,143659,58.9954209N,17.9320207E,37,95.5,208
877,T,251213,143700,58.9952088N,17.9318124E,37,95.7,207
878,T,251213,143701,58.9950015N,17.9315981E,37,95.7,207
879,T,251213,143702,58.9947942N,17.9314210E,36,95.0,205
880,T,251213,143703,58.9945852N,17.9312229E,35,94.8,205
881,T,251213,143704,58.9943754N,17.9310177E,35,95.3,205
882,T,251213,143705,58.9941604N,17.9308247E,35,95.3,205
883,T,251213,143706,58.9939556N,17.9306118E,35,94.6,205
884,T,251213,143707,58.9937565N,17.9303964E,35,93.5,205
885,T,251213,143708,58.9935507N,17.9301909E,35,92.7,206
886,T,251213,143709,58.9933446N,17.9300029E,35,92.6,206
887,T,251213,143710,58.9931364N,17.9298220E,35,92.0,205
888,T,251213,143711,58.9929319N,17.9296422E,35,91.1,204
889,T,251213,143712,58.9927241N,17.9294705E,35,90.7,205
890,T,251213,143713,58.9925179N,17.9292840E,36,90.3,204
891,T,251213,143714,58.9923105N,17.9290994E,36,90.1,205
892,T,251213,143715,58.9921038N,17.9289187E,36,90.1,204
893,T,251213,143716,58.9918950N,17.9287437E,37,90.3,205
894,T,251213,143717,58.9916919N,17.9285590E,37,90.5,205
895,T,251213,143718,58.9914858N,17.9283745E,37,90.7,205
896,T,251213,143719,58.9912840N,17.9281711E,37,90.7,206
897,T,251213,143720,58.9910809N,17.9279682E,37,90.9,206
898,T,251213,143721,58.9908821N,17.9277734E,37,91.3,207
899,T,251213,143722,58.9906836N,17.9275664E,37,91.1,207
900,T,251213,143723,58.9904879N,17.9273620E,37,90.7,207
901,T,251213,143724,58.9902907N,17.9271550E,37,91.1,207
902,T,251213,143725,58.9900915N,17.9269480E,37,90.7,209
903,T,251213,143726,58.9899001N,17.9267274E,37,90.3,210
904,T,251213,143727,58.9897142N,17.9264976E,37,90.0,211
905,T,251213,143728,58.9895281N,17.9262636E,36,89.8,212
906,T,251213,143729,58.9893457N,17.9260015E,36,89.6,213
907,T,251213,143730,58.9891625N,17.9257435E,36,88.8,216
908,T,251213,143731,58.9889833N,17.9254741E,36,88.7,216
909,T,251213,143732,58.9888010N,17.9252152E,36,89.0,216
910,T,251213,143733,58.9886198N,17.9249600E,36,88.7,217
911,T,251213,143734,58.9884346N,17.9246828E,36,89.0,217
912,T,251213,143735,58.9882583N,17.9244143E,35,89.0,218
913,T,251213,143736,58.9880881N,17.9241321E,35,88.7,219
914,T,251213,143737,58.9879183N,17.9238518E,35,88.8,218
915,T,251213,143738,58.9877542N,17.9236011E,35,87.5,219
916,T,251213,143739,58.9875948N,17.9233425E,35,86.4,220
917,T,251213,143740,58.9874371N,17.9230805E,35,86.1,221
918,T,251213,143741,58.9872831N,17.9228312E,36,86.4,220
919,T,251213,143742,58.9871274N,17.9225659E,36,86.6,220
920,T,251213,143743,58.9869664N,17.9222949E,36,87.0,220
921,T,251213,143744,58.9868042N,17.9220352E,36,87.0,219
922,T,251213,143745,58.9866402N,17.9217704E,36,87.0,219
923,T,251213,143746,58.9864782N,17.9215079E,36,86.8,219
924,T,251213,143747,58.9863145N,17.9212408E,36,86.6,218
925,T,251213,143748,58.9861450N,17.9209918E,36,86.6,217
926,T,251213,143749,58.9859702N,17.9207400E,36,86.8,215
927,T,251213,143750,58.9857854N,17.9204896E,36,86.6,215
928,T,251213,143751,58.9856036N,17.9202443E,36,87.0,213
929,T,251213,143752,58.9854184N,17.9200053E,36,87.0,212
930,T,251213,143753,58.9852362N,17.9197877E,35,86.6,210
931,T,251213,143754,58.9850454N,17.9195919E,35,86.6,210
932,T,251213,143755,58.9848570N,17.9193868E,35,86.4,209
933,T,251213,143756,58.9846676N,17.9191854E,35,86.3,209
934,T,251213,143757,58.9844820N,17.9189758E,35,86.1,208
935,T,251213,143758,58.9842911N,17.9187785E,35,86.6,206
936,T,251213,143759,58.9841002N,17.9185929E,35,86.4,206
937,T,251213,143800,58.9839047N,17.9184103E,35,86.6,207
938,T,251213,143801,58.9837131N,17.9182190E,35,86.6,207
939,T,251213,143802,58.9835207N,17.9180305E,35,86.6,205
940,T,251213,143803,58.9833216N,17.9178636E,35,86.3,206
941,T,251213,143804,58.9831280N,17.9176918E,35,85.9,207
942,T,251213,143805,58.9829417N,17.9175226E,35,85.7,206
943,T,251213,143806,58.9827520N,17.9173510E,35,85.7,205
944,T,251213,143807,58.9825464N,17.9171795E,35,86.8,204
945,T,251213,143808,58.9823404N,17.9170126E,35,87.4,205
946,T,251213,143809,58.9821405N,17.9168354E,35,87.7,205
947,T,251213,143810,58.9819444N,17.9166442E,35,87.7,205
948,T,251213,143811,58.9817379N,17.9164654E,35,88.8,204
949,T,251213,143812,58.9815417N,17.9162881E,35,88.8,205
950,T,251213,143813,58.9813455N,17.9161124E,35,88.7,204
951,T,251213,143814,58.9811452N,17.9159203E,34,88.8,204
952,T,251213,143815,58.9809359N,17.9157320E,34,89.6,204
953,T,251213,143816,58.9807366N,17.9155410E,34,89.6,205
954,T,251213,143817,58.9805305N,17.9153486E,33,89.4,205
955,T,251213,143818,58.9803247N,17.9151651E,33,89.2,205
956,T,251213,143819,58.9801139N,17.9149887E,33,89.4,205
957,T,251213,143820,58.9799038N,17.9148131E,33,89.0,204
958,T,251213,143821,58.9796934N,17.9146417E,33,89.4,204
959,T,251213,143822,58.9794951N,17.9144695E,33,88.8,203
960,T,251213,143823,58.9792947N,17.9143091E,33,88.7,202
961,T,251213,143824,58.9790866N,17.9141557E,33,89.4,202
962,T,251213,143825,58.9788769N,17.9139976E,33,90.1,201
963,T,251213,143826,58.9786654N,17.9138464E,33,90.5,200
964,T,251213,143827,58.9784545N,17.9136791E,33,90.5,200
965,T,251213,143828,58.9782569N,17.9135316E,32,90.1,199
966,T,251213,143829,58.9780551N,17.9133905E,32,90.0,199
967,T,251213,143830,58.9778473N,17.9132527E,32,90.0,199
968,T,251213,143831,58.9776275N,17.9131190E,31,89.6,197
969,T,251213,143832,58.9774171N,17.9129962E,31,89.8,197
970,T,251213,143833,58.9772009N,17.9128612E,31,89.6,195
971,T,251213,143834,58.9769742N,17.9127409E,31,90.5,196
972,T,251213,143835,58.9767696N,17.9126149E,31,90.3,196
973,T,251213,143836,58.9765599N,17.9124896E,31,90.5,196
974,T,251213,143837,58.9763529N,17.9123629E,31,90.1,196
975,T,251213,143838,58.9761556N,17.9122329E,31,90.0,196
976,T,251213,143839,58.9759480N,17.9121108E,31,90.1,196
977,T,251213,143840,58.9757300N,17.9119938E,31,90.3,196
978,T,251213,143841,58.9755094N,17.9118757E,31,90.3,196
979,T,251213,143842,58.9752920N,17.9117554E,31,90.7,196
980,T,251213,143843,58.9750705N,17.9116331E,31,90.9,196
981,T,251213,143844,58.9748494N,17.9115111E,31,90.9,195
982,T,251213,143845,58.9746354N,17.9114087E,31,90.9,196
983,T,251213,143846,58.9744263N,17.9112675E,31,91.1,196
984,T,251213,143847,58.9742059N,17.9111307E,31,91.3,196
985,T,251213,143848,58.9739894N,17.9110138E,31,91.4,196
986,T,251213,143849,58.9737603N,17.9108841E,31,91.8,196
987,T,251213,143850,58.9735382N,17.9107569E,31,91.8,196
988,T,251213,143851,58.9733178N,17.9106296E,31,92.0,196
989,T,251213,143852,58.9730899N,17.9105066E,30,92.2,196
990,T,251213,143853,58.9728641N,17.9103847E,30,92.2,196
991,T,251213,143854,58.9726415N,17.9102622E,30,92.2,196
992,T,251213,143855,58.9724268N,17.9101450E,30,92.2,196
993,T,251213,143856,58.9722098N,17.9100193E,30,92.0,196
994,T,251213,143857,58.9719959N,17.9099011E,30,90.9,196
995,T,251213,143858,58.9717808N,17.9097754E,30,90.0,197
996,T,251213,143859,58.9715597N,17.9096534E,30,89.8,195
997,T,251213,143900,58.9713317N,17.9095411E,30,90.3,196
998,T,251213,143901,58.9711046N,17.9094229E,30,90.3,196
999,T,251213,143902,58.9708750N,17.9092870E,30,90.3,196
1000,T,251213,143903,58.9706361N,17.9091687E,30,90.0,196
1001,T,251213,143904,58.9704058N,17.9090559E,30,90.0,196
1002,T,251213,143905,58.9701857N,17.9089356E,30,90.7,196
1003,T,251213,143906,58.9699697N,17.9088188E,30,90.3,196
1004,T,251213,143907,58.9697582N,17.9086982E,30,89.6,196
1005,T,251213,143908,58.9695471N,17.9085795E,30,89.8,195
1006,T,251213,143909,58.9693342N,17.9084653E,30,89.8,196
1007,T,251213,143910,58.9691176N,17.9083491E,30,90.0,195
1008,T,251213,143911,58.9689004N,17.9082350E,30,90.1,194
1009,T,251213,143912,58.9686801N,17.9081265E,30,90.3,194
1010,T,251213,143913,58.9684699N,17.9080009E,30,89.6,193
1011,T,251213,143914,58.9682425N,17.9078972E,30,90.0,193
1012,T,251213,143915,58.9680109N,17.9078067E,29,91.1,193
1013,T,251213,143916,58.9677810N,17.9077121E,29,92.0,193
1014,T,251213,143917,58.9675799N,17.9076260E,29,91.8,192
1015,T,251213,143918,58.9673601N,17.9075471E,29,91.8,191
1016,T,251213,143919,58.9671393N,17.9074515E,29,91.8,191
1017,T,251213,143920,58.9669250N,17.9073472E,29,91.6,191
1018,T,251213,143921,58.9667043N,17.9072403E,29,91.4,190
1019,T,251213,143922,58.9664793N,17.9071564E,29,91.1,190
1020,T,251213,143923,58.9662567N,17.9070782E,28,90.9,189
1021,T,251213,143924,58.9660364N,17.9070050E,28,90.1,189
1022,T,251213,143925,58.9658244N,17.9069303E,28,89.8,188
1023,T,251213,143926,58.9656037N,17.9068779E,28,89.8,188
1024,T,251213,143927,58.9653805N,17.9068083E,28,89.4,189
1025,T,251213,143928,58.9651595N,17.9067378E,28,88.8,189
1026,T,251213,143929,58.9649420N,17.9066708E,28,88.7,189
1027,T,251213,143930,58.9647314N,17.9065924E,28,88.7,190
1028,T,251213,143931,58.9645150N,17.9065212E,28,89.0,189
1029,T,251213,143932,58.9642964N,17.9064480E,28,89.2,190
1030,T,251213,143933,58.9640783N,17.9063743E,28,89.2,190
1031,T,251213,143934,58.9638602N,17.9063020E,28,89.0,189
1032,T,251213,143935,58.9636433N,17.9062273E,28,89.0,189
1033,T,251213,143936,58.9634299N,17.9061546E,28,89.0,190
1034,T,251213,143937,58.9632145N,17.9060850E,28,89.2,191
1035,T,251213,143938,58.9629986N,17.9060103E,28,89.0,190
1036,T,251213,143939,58.9627833N,17.9059184E,28,89.4,191
1037,T,251213,143940,58.9625653N,17.9058263E,28,90.0,190
1038,T,251213,143941,58.9623466N,17.9057396E,28,90.1,192
1039,T,251213,143942,58.9621372N,17.9056540E,28,87.7,192
1040,T,251213,143943,58.9619159N,17.9055480E,28,88.3,193
1041,T,251213,143944,58.9616954N,17.9054192E,28,87.9,194
1042,T,251213,143945,58.9614822N,17.9053157E,29,88.1,194
1043,T,251213,143946,58.9612736N,17.9052001E,29,87.9,194
1044,T,251213,143947,58.9610611N,17.9050940E,29,87.7,194
1045,T,251213,143948,58.9608482N,17.9049837E,29,87.2,195
1046,T,251213,143949,58.9606475N,17.9048601E,29,86.8,195
1047,T,251213,143950,58.9604370N,17.9047454E,29,86.6,196
1048,T,251213,143951,58.9602310N,17.9046223E,29,87.5,196
1049,T,251213,143952,58.9600121N,17.9045056E,29,87.7,197
1050,T,251213,143953,58.9598013N,17.9043812E,29,87.9,197
1051,T,251213,143954,58.9595835N,17.9042563E,29,89.2,197
1052,T,251213,143955,58.9593622N,17.9041264E,29,89.4,198
1053,T,251213,143956,58.9591516N,17.9039919E,29,88.7,198
1054,T,251213,143957,58.9589364N,17.9038555E,29,88.8,198
1055,T,251213,143958,58.9587143N,17.9037249E,29,89.4,198
1056,T,251213,143959,58.9585034N,17.9035840E,29,90.0,198
1057,T,251213,144000,58.9582867N,17.9034450E,29,90.3,199
1058,T,251213,144001,58.9580709N,17.9033030E,29,90.7,198
1059,T,251213,144002,58.9578481N,17.9031640E,29,91.6,199
1060,T,251213,144003,58.9576205N,17.9030227E,29,92.6,198
1061,T,251213,144004,58.9573904N,17.9028817E,29,92.9,199
1062,T,251213,144005,58.9571603N,17.9027339E,29,93.7,199
1063,T,251213,144006,58.9569426N,17.9025778E,29,93.7,199
1064,T,251213,144007,58.9567248N,17.9024232E,29,93.3,199
1065,T,251213,144008,58.9564955N,17.9022747E,29,94.6,199
1066,T,251213,144009,58.9562608N,17.9021291E,29,95.1,199
1067,T,251213,144010,58.9560296N,17.9019764E,29,96.1,199
1068,T,251213,144011,58.9557942N,17.9018063E,29,97.2,198
1069,T,251213,144012,58.9555622N,17.9016580E,29,97.6,198
1070,T,251213,144013,58.9553343N,17.9015159E,29,97.0,199
1071,T,251213,144014,58.9551022N,17.9013663E,29,96.6,198
1072,T,251213,144015,58.9548817N,17.9012215E,29,96.1,197
1073,T,251213,144016,58.9546639N,17.9010775E,28,96.3,196
1074,T,251213,144017,58.9544473N,17.9009395E,28,96.4,194
1075,T,251213,144018,58.9542161N,17.9008510E,28,96.6,191
1076,T,251213,144019,58.9539980N,17.9007787E,28,95.7,190
1077,T,251213,144020,58.9537835N,17.9007080E,28,94.2,188
1078,T,251213,144021,58.9535665N,17.9006471E,28,93.3,187
1079,T,251213,144022,58.9533345N,17.9005895E,28,92.4,185
1080,T,251213,144023,58.9531100N,17.9005451E,28,91.8,184
1081,T,251213,144024,58.9528862N,17.9005184E,28,92.0,181
1082,T,251213,144025,58.9526554N,17.9005135E,28,91.8,178
1083,T,251213,144026,58.9524271N,17.9005215E,28,91.4,178
1084,T,251213,144027,58.9522025N,17.9005345E,28,90.5,177
1085,T,251213,144028,58.9519830N,17.9005485E,28,89.6,174
1086,T,251213,144029,58.9517581N,17.9005873E,28,89.4,174
1087,T,251213,144030,58.9515397N,17.9006322E,28,87.9,172
1088,T,251213,144031,58.9513264N,17.9006793E,28,86.6,170
1089,T,251213,144032,58.9511069N,17.9007602E,28,85.5,168
1090,T,251213,144033,58.9508932N,17.9008421E,27,85.1,166
1091,T,251213,144034,58.9506860N,17.9009488E,27,83.8,163
1092,T,251213,144035,58.9504845N,17.9010775E,27,82.5,161
1093,T,251213,144036,58.9502897N,17.9012120E,27,81.4,160
1094,T,251213,144037,58.9501000N,17.9013561E,27,80.5,157
1095,T,251213,144038,58.9499043N,17.9015164E,27,81.3,156
1096,T,251213,144039,58.9497170N,17.9016934E,27,81.1,153
1097,T,251213,144040,58.9495370N,17.9018834E,28,80.5,151
1098,T,251213,144041,58.9493663N,17.9020886E,28,79.6,147
1099,T,251213,144042,58.9491918N,17.9023058E,28,80.0,147
1100,T,251213,144043,58.9490196N,17.9025239E,27,80.1,144
1101,T,251213,144044,58.9488428N,17.9027563E,27,81.1,145
1102,T,251213,144045,58.9486440N,17.9029803E,26,82.9,144
1103,T,251213,144046,58.9484689N,17.9032356E,26,83.3,140
1104,T,251213,144047,58.9482902N,17.9035124E,27,84.2,142
1105,T,251213,144048,58.9481208N,17.9037401E,27,85.0,140
1106,T,251213,144049,58.9479349N,17.9039937E,27,85.5,137
1107,T,251213,144050,58.9477676N,17.9042859E,27,86.6,138
1108,T,251213,144051,58.9475781N,17.9045641E,27,87.7,138
1109,T,251213,144052,58.9473946N,17.9048240E,27,88.1,137
1110,T,251213,144053,58.9472051N,17.9050885E,27,88.1,135
1111,T,251213,144054,58.9470217N,17.9054071E,27,88.3,135
1112,T,251213,144055,58.9468494N,17.9057246E,27,88.1,134
1113,T,251213,144056,58.9466890N,17.9060380E,27,87.5,134
1114,T,251213,144057,58.9465396N,17.9063543E,27,87.0,135
1115,T,251213,144058,58.9463983N,17.9066644E,27,86.3,134
1116,T,251213,144059,58.9462639N,17.9069709E,27,85.1,133
1117,T,251213,144100,58.9461233N,17.9072560E,26,83.7,133
1118,T,251213,144101,58.9459794N,17.9075456E,27,82.7,133
1119,T,251213,144102,58.9458415N,17.9078299E,27,81.8,133
1120,T,251213,144103,58.9457039N,17.9081072E,27,81.3,133
1121,T,251213,144104,58.9455728N,17.9083882E,27,80.7,133
1122,T,251213,144105,58.9454375N,17.9086706E,27,80.1,133
1123,T,251213,144106,58.9453167N,17.9089343E,27,79.6,133
1124,T,251213,144107,58.9451777N,17.9091904E,27,79.4,134
1125,T,251213,144108,58.9450440N,17.9094563E,27,79.0,135
1126,T,251213,144109,58.9449189N,17.9097313E,26,78.5,136
1127,T,251213,144110,58.9448131N,17.9100004E,25,75.9,130
1128,T,251213,144111,58.9446811N,17.9102756E,26,75.1,136
1129,T,251213,144112,58.9445588N,17.9105215E,25,74.4,136
1130,T,251213,144113,58.9444235N,17.9107695E,25,73.7,137
1131,T,251213,144114,58.9442890N,17.9109928E,25,72.0,138
1132,T,251213,144115,58.9441703N,17.9111843E,25,70.0,136
1133,T,251213,144116,58.9440486N,17.9114058E,25,67.5,138
1134,T,251213,144117,58.9438802N,17.9115806E,25,66.1,144
1135,T,251213,144118,58.9437395N,17.9117405E,25,63.3,142
1136,T,251213,144119,58.9436123N,17.9119158E,25,60.5,145
1137,T,251213,144120,58.9435036N,17.9120328E,25,58.3,149
1138,T,251213,144121,58.9433817N,17.9121229E,25,55.7,151
1139,T,251213,144122,58.9432618N,17.9122260E,25,54.0,156
1140,T,251213,144123,58.9431753N,17.9122999E,25,50.1,153
1141,T,251213,144124,58.9431145N,17.9123851E,25,45.5,149
1142,T,251213,144125,58.9430522N,17.9124896E,25,41.6,146
1143,T,251213,144126,58.9430079N,17.9125788E,25,37.4,143
1144,T,251213,144127,58.9429775N,17.9126617E,26,32.2,144
1145,T,251213,144128,58.9429427N,17.9127277E,26,27.4,143
1146,T,251213,144129,58.9429137N,17.9127889E,26,23.7,154
1147,T,251213,144130,58.9428707N,17.9128226E,26,24.4,182
1148,T,251213,144131,58.9428205N,17.9128289E,23,23.3,191
1149,T,251213,144132,58.9427701N,17.9128047E,23,23.5,196
1150,T,251213,144133,58.9426878N,17.9127962E,24,24.8,191
1151,T,251213,144134,58.9426124N,17.9127732E,24,26.1,187
1152,T,251213,144135,58.9425439N,17.9127553E,24,28.1,186
1153,T,251213,144136,58.9424811N,17.9127372E,24,29.8,186
1154,T,251213,144137,58.9424111N,17.9127272E,24,30.0,185
1155,T,251213,144138,58.9423413N,17.9127126E,24,29.6,186
1156,T,251213,144139,58.9422768N,17.9126932E,25,28.7,187
1157,T,251213,144140,58.9422141N,17.9126625E,25,27.7,190
1158,T,251213,144141,58.9421558N,17.9126286E,25,27.5,195
1159,T,251213,144142,58.9420974N,17.9125819E,25,27.0,202
1160,T,251213,144143,58.9420192N,17.9125027E,25,28.1,208
1161,T,251213,144144,58.9420044N,17.9124346E,24,26.4,217
1162,T,251213,144145,58.9419660N,17.9123638E,24,25.7,222
1163,T,251213,144146,58.9419283N,17.9122850E,23,25.5,217
1164,T,251213,144147,58.9418869N,17.9121941E,23,25.9,221
1165,T,251213,144148,58.9418421N,17.9120967E,23,26.8,224
1166,T,251213,144149,58.9417999N,17.9120053E,23,26.1,222
1167,T,251213,144150,58.9417489N,17.9119284E,22,25.5,211
1168,T,251213,144151,58.9417009N,17.9118567E,22,25.1,205
1169,T,251213,144152,58.9416396N,17.9117969E,22,25.7,195
1170,T,251213,144153,58.9415636N,17.9117640E,21,27.4,182
1171,T,251213,144154,58.9414724N,17.9117686E,21,30.0,171
1172,T,251213,144155,58.9413735N,17.9118006E,21,31.4,164
1173,T,251213,144156,58.9413024N,17.9118560E,21,30.9,149
1174,T,251213,144157,58.9412322N,17.9119257E,21,30.0,146
1175,T,251213,144158,58.9411484N,17.9120126E,20,30.7,147
1176,T,251213,144159,58.9410672N,17.9121077E,20,30.9,148
1177,T,251213,144200,58.9409853N,17.9121878E,20,31.6,147
1178,T,251213,144201,58.9408996N,17.9122774E,20,32.2,149
1179,T,251213,144202,58.9407944N,17.9123780E,19,32.7,147
1180,T,251213,144203,58.9406973N,17.9124825E,19,34.0,148
1181,T,251213,144204,58.9406150N,17.9125595E,19,35.1,151
1182,T,251213,144205,58.9405282N,17.9126461E,19,36.1,149
1183,T,251213,144206,58.9404320N,17.9127429E,19,37.2,149
1184,T,251213,144207,58.9403321N,17.9128450E,18,39.0,150
1185,T,251213,144208,58.9402282N,17.9129467E,19,40.7,151
1186,T,251213,144209,58.9401235N,17.9130413E,19,42.0,151
1187,T,251213,144210,58.9400331N,17.9131358E,19,41.8,152
1188,T,251213,144211,58.9399496N,17.9132317E,19,40.3,148
1189,T,251213,144212,58.9398684N,17.9133347E,19,39.2,146
1190,T,251213,144213,58.9397922N,17.9134308E,19,38.8,145
1191,T,251213,144214,58.9397159N,17.9135348E,19,39.2,147
1192,T,251213,144215,58.9396282N,17.9136465E,19,40.1,148
1193,T,251213,144216,58.9395365N,17.9137636E,19,41.4,148
1194,T,251213,144217,58.9394359N,17.9138832E,19,42.7,150
1195,T,251213,144218,58.9393260N,17.9140003E,19,44.2,151
1196,T,251213,144219,58.9392130N,17.9141163E,19,45.7,151
1197,T,251213,144220,58.9390975N,17.9142321E,19,47.0,152
1198,T,251213,144221,58.9389863N,17.9143463E,18,47.9,149
1199,T,251213,144222,58.9388686N,17.9144638E,19,49.0,154
1200,T,251213,144223,58.9387524N,17.9145740E,19,49.8,151
1201,T,251213,144224,58.9386253N,17.9146872E,18,51.3,152
1202,T,251213,144225,58.9384995N,17.9148186E,18,52.4,153
1203,T,251213,144226,58.9383699N,17.9149529E,18,53.3,152
1204,T,251213,144227,58.9382475N,17.9150905E,19,53.3,152
1205,T,251213,144228,58.9381245N,17.9152235E,19,53.5,153
1206,T,251213,144229,58.9380291N,17.9153501E,19,52.9,152
1207,T,251213,144230,58.9379136N,17.9154685E,19,52.7,152
1208,T,251213,144231,58.9377980N,17.9155870E,19,52.4,152
1209,T,251213,144232,58.9376399N,17.9156929E,19,53.1,158
1210,T,251213,144233,58.9375463N,17.9157763E,18,53.8,157
1211,T,251213,144234,58.9374279N,17.9158855E,18,54.0,158
1212,T,251213,144235,58.9372892N,17.9159812E,19,55.7,158
1213,T,251213,144236,58.9371294N,17.9160892E,19,57.4,159
1214,T,251213,144237,58.9370048N,17.9161931E,18,57.9,160
1215,T,251213,144238,58.9368784N,17.9162808E,17,57.5,157
1216,T,251213,144239,58.9367597N,17.9163756E,16,56.8,158
1217,T,251213,144240,58.9366312N,17.9164730E,15,56.4,157
1218,T,251213,144241,58.9364933N,17.9165769E,14,56.4,159
1219,T,251213,144242,58.9363527N,17.9166694E,13,56.3,157
1220,T,251213,144243,58.9362113N,17.9167660E,13,56.1,158
1221,T,251213,144244,58.9360772N,17.9168642E,12,56.1,158
1222,T,251213,144245,58.9359279N,17.9169569E,11,56.3,158
1223,T,251213,144246,58.9357947N,17.9170584E,11,56.8,161
1224,T,251213,144247,58.9356583N,17.9171484E,11,57.0,160
1225,T,251213,144248,58.9355218N,17.9172384E,11,57.2,160
1226,T,251213,144249,58.9353854N,17.9173284E,11,57.4,161
1227,T,251213,144250,58.9352490N,17.9174184E,11,57.4,161
1228,T,251213,144251,58.9351127N,17.9175084E,11,57.5,161
1229,T,251213,144252,58.9350214N,17.9176328E,16,56.6,151
1230,T,251213,144253,58.9348984N,17.9177569E,16,56.1,154
1231,T,251213,144254,58.9346395N,17.9178444E,15,59.4,169
1232,T,251213,144255,58.9344950N,17.9179488E,13,61.3,157
1233,T,251213,144256,58.9343481N,17.9180668E,13,61.8,158
1234,T,251213,144257,58.9342012N,17.9181848E,13,62.4,158
1235,T,251213,144338,58.9289232N,17.9211299E,-8,57.0,183
1236,T,251213,144339,58.9288021N,17.9211264E,-11,54.6,183
1237,T,251213,144340,58.9286690N,17.9211134E,-12,53.8,183
1238,T,251213,144341,58.9285413N,17.9210987E,-12,53.3,183
1239,T,251213,144342,58.9284149N,17.9210888E,-14,53.5,183
1240,T,251213,144343,58.9282951N,17.9210841E,-18,53.5,183
1241,T,251213,144344,58.9281675N,17.9210696E,-17,52.9,183
1242,T,251213,144345,58.9280326N,17.9210398E,-16,53.5,184
1243,T,251213,144346,58.9279013N,17.9210011E,-13,53.7,184
1244,T,251213,144347,58.9277708N,17.9209773E,-12,54.2,183
1245,T,251213,144348,58.9276530N,17.9209691E,-15,54.2,184
1246,T,251213,144349,58.9275287N,17.9209575E,-17,53.8,184
1247,T,251213,144350,58.9273903N,17.9209371E,-16,54.2,184
1248,T,251213,144351,58.9272584N,17.9209165E,-15,53.3,184
1249,T,251213,144352,58.9271214N,17.9208959E,-14,52.7,184
1250,T,251213,144353,58.9269862N,17.9208748E,-14,52.7,183
1251,T,251213,144354,58.9268572N,17.9208545E,-13,52.2,184
1252,T,251213,144355,58.9267195N,17.9208395E,-13,52.0,184
1253,T,251213,144356,58.9265787N,17.9208217E,-12,52.4,184
1254,T,251213,144357,58.9264421N,17.9208003E,-11,52.4,184
1255,T,251213,144358,58.9263075N,17.9207775E,-10,52.2,184
1256,T,251213,144359,58.9261757N,17.9207546E,-8,51.8,183
1257,T,251213,144400,58.9260436N,17.9207315E,-7,52.4,183
1258,T,251213,144401,58.9259071N,17.9207102E,-6,52.9,183
1259,T,251213,144402,58.9257708N,17.9206908E,-4,53.7,183
1260,T,251213,144403,58.9256336N,17.9206749E,-3,53.7,182
1261,T,251213,144404,58.9255003N,17.9206632E,-3,54.0,181
1262,T,251213,144405,58.9253664N,17.9206566E,-1,54.6,179
1263,T,251213,144406,58.9252370N,17.9206625E,0,53.5,178
1264,T,251213,144407,58.9251083N,17.9206695E,1,51.8,177
1265,T,251213,144408,58.9249846N,17.9206794E,2,50.5,175
1266,T,251213,144409,58.9248656N,17.9206981E,3,48.5,175
1267,T,251213,144410,58.9247531N,17.9207221E,4,46.8,174
1268,T,251213,144411,58.9246397N,17.9207462E,4,45.9,173
1269,T,251213,144412,58.9245411N,17.9207592E,5,44.4,174
1270,T,251213,144413,58.9244406N,17.9207805E,4,42.9,173
1271,T,251213,144414,58.9243381N,17.9208027E,4,42.2,173
1272,T,251213,144415,58.9242357N,17.9208250E,4,41.6,173
1273,T,251213,144416,58.9241333N,17.9208471E,4,41.4,173
1274,T,251213,144417,58.9239890N,17.9209325E,5,43.5,166
1275,T,251213,144418,58.9238773N,17.9209835E,5,44.0,168
1276,T,251213,144419,58.9237650N,17.9210915E,6,43.7,168
1277,T,251213,144420,58.9236882N,17.9211589E,6,41.2,166
1278,T,251213,144421,58.9236116N,17.9212051E,7,39.0,163
1279,T,251213,144422,58.9235281N,17.9212815E,7,37.5,164
1280,T,251213,144423,58.9234435N,17.9213365E,8,35.9,158
1281,T,251213,144424,58.9233593N,17.9213954E,7,35.0,151
1282,T,251213,144425,58.9232795N,17.9214805E,8,34.8,154
1283,T,251213,144426,58.9231657N,17.9215682E,10,35.0,150
1284,T,251213,144427,58.9230743N,17.9216548E,12,35.0,147
1285,T,251213,144428,58.9229815N,17.9217550E,13,35.3,153
1286,T,251213,144429,58.9229012N,17.9218333E,13,35.5,152
1287,T,251213,144430,58.9227811N,17.9218982E,11,36.4,160
1288,T,251213,144431,58.9226704N,17.9219480E,11,37.4,161
1289,T,251213,144432,58.9225515N,17.9220201E,12,37.7,156
1290,T,251213,144433,58.9224637N,17.9220958E,12,37.9,156
1291,T,251213,144434,58.9222686N,17.9221742E,12,40.9,172
1292,T,251213,144435,58.9221279N,17.9222185E,12,43.8,168
1293,T,251213,144436,58.9219981N,17.9222917E,12,45.5,166
1294,T,251213,144437,58.9218747N,17.9223740E,10,46.4,161
